ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),latitude_stop,longitude_stop,latitude_start,longitude_start,depth_stop,depth_start
2020-07-11T13:02:12.000,1.33,11.29,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T13:17:12.000,1.35,11.45,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T13:32:12.000,1.36,11.49,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T13:47:12.000,1.32,11.17,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T14:02:12.000,1.36,11.52,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T14:17:12.000,1.37,11.62,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T14:32:12.000,1.34,11.33,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T14:47:12.000,1.35,11.46,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T15:02:12.000,1.35,11.47,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T15:17:12.000,1.33,11.26,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T15:32:12.000,1.33,11.23,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T15:47:12.000,1.4,11.89,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T16:02:12.000,1.43,12.14,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T16:17:12.000,1.47,12.44,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T16:32:12.000,1.46,12.36,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T16:47:12.000,1.49,12.61,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T17:02:12.000,1.49,12.65,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T17:17:12.000,1.45,12.32,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T17:32:12.000,1.48,12.52,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T17:47:12.000,1.52,12.9,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T18:02:12.000,1.53,12.96,8.11,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T18:17:12.000,1.55,13.13,8.11,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T18:32:12.000,1.54,13.07,8.11,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T18:47:12.000,1.54,13.08,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T19:02:12.000,1.56,13.19,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T19:17:12.000,1.55,13.16,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T19:32:12.000,1.56,13.19,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T19:47:12.000,1.56,13.21,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T20:02:12.000,1.56,13.18,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T20:17:12.000,1.57,13.26,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T20:32:12.000,1.57,13.31,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T20:47:12.000,1.54,13.09,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T21:02:12.000,1.53,12.93,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T21:17:12.000,1.54,13.02,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T21:32:12.000,1.52,12.85,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T21:47:12.000,1.47,12.43,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T22:02:12.000,1.49,12.66,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T22:17:12.000,1.49,12.63,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T22:32:12.000,1.51,12.81,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T22:47:12.000,1.51,12.76,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T23:02:12.000,1.48,12.51,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T23:17:12.000,1.46,12.38,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T23:32:12.000,1.47,12.42,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-11T23:47:12.000,1.5,12.72,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T00:02:12.000,1.43,12.15,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T00:17:12.000,1.5,12.67,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T00:32:12.000,1.48,12.55,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T00:47:12.000,1.43,12.11,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T01:02:12.000,1.45,12.3,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T01:17:12.000,1.42,12.02,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T01:32:12.000,1.42,12.04,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T01:47:12.000,1.42,12.03,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T02:02:12.000,1.38,11.67,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T02:17:12.000,1.38,11.67,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T02:32:12.000,1.38,11.73,8.15,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
